"","Gene","variant.counts","pos.variant.counts","neg.variant.counts"
"5539","Q5TGJ6",4,0,4
"5540","Q5TGL8",1,0,1
"5541","Q5TGU0",5,0,5
"5542","Q5TGY1",8,0,8
"5543","Q5TGY3",3,0,3
"5544","Q5TH69",11,0,11
"5545","Q5TH74",2,0,2
"5546","Q5THJ4",12,11,1
"5547","Q5THK1",23,0,23
"5548","Q5THR3",21,0,21
"5549","Q5TIA1",4,0,4
"5550","Q5TYW1",8,0,8
"5551","Q5TZ20",7,0,7
"5552","Q5TZA2",13,0,13
"5553","Q5U5R9",1,0,1
"5554","Q5U5X0",3,2,1
"5555","Q5U5X8",3,1,2
"5556","Q5U5Z8",5,0,5
"5557","Q5U623",3,0,3
"5558","Q5U649",1,0,1
"5559","Q5U651",2,0,2
"5560","Q5UAW9",3,0,3
"5561","Q5UCC4",2,0,2
"5562","Q5UIP0",13,0,13
"5563","Q5VIY5",2,0,2
"5564","Q5VSG8",3,0,3
"5565","Q5VSL9",1,0,1
"5566","Q5VSY0",1,0,1
"5567","Q5VT03",2,0,2
"5568","Q5VT06",15,0,15
"5569","Q5VT52",4,0,4
"5570","Q5VT66",3,0,3
"5571","Q5VT97",13,0,13
"5572","Q5VT98",3,0,3
"5573","Q5VT99",1,0,1
"5574","Q5VTA0",2,0,2
"5575","Q5VTB9",1,0,1
"5576","Q5VTD9",7,1,6
"5577","Q5VTE6",2,0,2
"5578","Q5VTH9",4,0,4
"5579","Q5VTJ3",13,0,13
"5580","Q5VTL7",7,0,7
"5581","Q5VTQ0",5,0,5
"5582","Q5VTT2",3,0,3
"5583","Q5VTT5",25,0,25
"5584","Q5VTY9",7,0,7
"5585","Q5VU57",1,0,1
"5586","Q5VU65",5,0,5
"5587","Q5VU92",2,0,2
"5588","Q5VUA4",9,0,9
"5589","Q5VUB5",5,0,5
"5590","Q5VUD6",2,0,2
"5591","Q5VUG0",4,0,4
"5592","Q5VUJ5",5,0,5
"5593","Q5VUJ6",1,0,1
"5594","Q5VUM1",1,0,1
"5595","Q5VUY2",7,0,7
"5596","Q5VV16",1,0,1
"5597","Q5VV17",2,0,2
"5598","Q5VV41",7,0,7
"5599","Q5VV42",2,0,2
"5600","Q5VV43",10,0,10
"5601","Q5VV63",2,0,2
"5602","Q5VV67",9,0,9
"5603","Q5VVB8",2,0,2
"5604","Q5VVC0",2,0,2
"5605","Q5VVJ2",6,1,5
"5606","Q5VVM6",8,0,8
"5607","Q5VVP1",3,0,3
"5608","Q5VVW2",3,0,3
"5609","Q5VVY1",11,0,11
"5610","Q5VW00",1,0,1
"5611","Q5VW32",1,0,1
"5612","Q5VW36",10,0,10
"5613","Q5VWG9",7,0,7
"5614","Q5VWI1",7,0,7
"5615","Q5VWJ9",3,0,3
"5616","Q5VWK5",6,0,6
"5617","Q5VWM3",1,0,1
"5618","Q5VWM4",1,0,1
"5619","Q5VWM6",1,0,1
"5620","Q5VWP2",2,0,2
"5621","Q5VWQ0",2,0,2
"5622","Q5VWT5",4,0,4
"5623","Q5VWW1",1,0,1
"5624","Q5VWX1",1,0,1
"5625","Q5VX71",3,0,3
"5626","Q5VXI9",4,0,4
"5627","Q5VXJ0",2,0,2
"5628","Q5VXM1",6,0,6
"5629","Q5VXT5",3,0,3
"5630","Q5VXU1",1,0,1
"5631","Q5VXU3",1,0,1
"5632","Q5VXU9",5,0,5
"5633","Q5VY09",2,0,2
"5634","Q5VY43",6,0,6
"5635","Q5VY80",3,0,3
"5636","Q5VYM1",4,0,4
"5637","Q5VYP0",4,0,4
"5638","Q5VYS8",7,0,7
"5639","Q5VYV7",3,0,3
"5640","Q5VYX0",1,0,1
"5641","Q5VYY2",3,0,3
"5642","Q5VZ03",3,0,3
"5643","Q5VZ18",3,0,3
"5644","Q5VZ19",2,0,2
"5645","Q5VZ46",13,0,13
"5646","Q5VZ52",1,0,1
"5647","Q5VZ66",5,0,5
"5648","Q5VZB9",5,0,5
"5649","Q5VZK9",11,0,11
"5650","Q5VZL5",4,0,4
"5651","Q5VZP5",18,0,18
"5652","Q5VZR2",4,0,4
"5653","Q5VZV1",5,0,5
"5654","Q5W041",7,0,7
"5655","Q5W064",3,0,3
"5656","Q5W0A0",10,0,10
"5657","Q5W0B1",6,0,6
"5658","Q5W0Q7",14,0,14
"5659","Q5W0U4",1,0,1
"5660","Q5W0V3",2,0,2
"5661","Q5W186",3,0,3
"5662","Q5W5X9",9,0,9
"5663","Q5XKE5",11,0,11
"5664","Q5XKL5",4,0,4
"5665","Q5XLA6",2,0,2
"5666","Q5XPI4",5,0,5
"5667","Q5XUX0",1,0,1
"5668","Q5XX13",4,0,4
"5669","Q5XXA6",2,0,2
"5670","Q5ZPR3",3,0,3
"5671","Q60I27",13,0,13
"5672","Q63HK3",16,0,16
"5673","Q63HK5",5,0,5
"5674","Q63HN8",39,0,39
"5675","Q63HQ0",2,0,2
"5676","Q63HQ2",11,0,11
"5677","Q63HR2",5,0,5
"5678","Q63ZE4",7,0,7
"5679","Q641Q2",2,0,2
"5680","Q641Q3",3,0,3
"5681","Q643R3",3,0,3
"5682","Q64LD2",4,0,4
"5683","Q658L1",3,0,3
"5684","Q658N2",10,0,10
"5685","Q658P3",2,0,2
"5686","Q659A1",5,0,5
"5687","Q659C4",8,0,8
"5688","Q66GS9",5,0,5
"5689","Q66K14",8,0,8
"5690","Q66K64",1,0,1
"5691","Q66K74",5,0,5
"5692","Q66K79",6,0,6
"5693","Q66K89",3,0,3
"5694","Q674X7",4,0,4
"5695","Q67FW5",4,0,4
"5696","Q684P5",4,0,4
"5697","Q685J3",46,0,46
"5698","Q687X5",2,0,2
"5699","Q68BL7",2,0,2
"5700","Q68BL8",4,0,4
"5701","Q68CJ6",10,0,10
"5702","Q68CJ9",6,1,5
"5703","Q68CK6",1,0,1
"5704","Q68CP9",5,0,5
"5705","Q68CQ4",10,0,10
"5706","Q68CQ7",2,0,2
"5707","Q68CR1",5,0,5
"5708","Q68CR7",12,0,12
"5709","Q68CZ1",23,12,11
"5710","Q68CZ2",9,0,9
"5711","Q68CZ6",1,0,1
"5712","Q68D06",9,0,9
"5713","Q68D10",8,0,8
"5714","Q68D51",14,0,14
"5715","Q68D85",3,0,3
"5716","Q68DA7",19,0,19
"5717","Q68DC2",4,2,2
"5718","Q68DD2",6,0,6
"5719","Q68DE3",13,0,13
"5720","Q68DH5",1,0,1
"5721","Q68DL7",3,0,3
"5722","Q68DN1",1,0,1
"5723","Q68DU8",1,0,1
"5724","Q68DV7",5,0,5
"5725","Q68DY9",1,0,1
"5726","Q68EA5",11,0,11
"5727","Q68EM7",4,0,4
"5728","Q68EN5",2,0,2
"5729","Q68G75",2,0,2
"5730","Q68J44",5,0,5
"5731","Q693B1",2,0,2
"5732","Q695T7",19,14,5
"5733","Q69YH5",16,0,16
"5734","Q69YN2",7,3,4
"5735","Q69YN4",5,0,5
"5736","Q69YQ0",5,5,0
"5737","Q69YZ2",1,0,1
"5738","Q6A162",4,0,4
"5739","Q6A163",4,0,4
"5740","Q6AI08",5,0,5
"5741","Q6AI12",1,0,1
"5742","Q6AI14",12,0,12
"5743","Q6AI39",3,0,3
"5744","Q6AW86",1,0,1
"5745","Q6AWC2",12,0,12
"5746","Q6AZW8",1,0,1
"5747","Q6AZY7",4,0,4
"5748","Q6AZZ1",2,0,2
"5749","Q6B0I6",7,0,7
"5750","Q6BAA4",7,0,7
"5751","Q6BCY4",3,0,3
"5752","Q6BDI9",1,0,1
"5753","Q6BDS2",13,0,13
"5754","Q6BEB4",2,0,2
"5755","Q6DCA0",1,0,1
"5756","Q6DD88",6,1,5
"5757","Q6DKI2",4,0,4
"5758","Q6DKJ4",1,0,1
"5759","Q6DKK2",6,2,4
"5760","Q6DN12",11,0,11
"5761","Q6DN14",4,0,4
"5762","Q6DN72",8,0,8
"5763","Q6DT37",15,0,15
"5764","Q6DWJ6",1,0,1
"5765","Q6EBC2",2,0,2
"5766","Q6ECI4",3,0,3
"5767","Q6EIG7",3,0,3
"5768","Q6EKJ0",3,0,3
"5769","Q6EMB2",11,1,10
"5770","Q6EMK4",4,0,4
"5771","Q6F5E8",11,5,6
"5772","Q6FHJ7",4,2,2
"5773","Q6FI81",6,0,6
"5774","Q6GMR7",3,0,3
"5775","Q6GMV1",1,0,1
"5776","Q6GMV2",3,0,3
"5777","Q6GMV3",2,0,2
"5778","Q6GPH4",7,0,7
"5779","Q6GPI1",1,0,1
"5780","Q6GQQ9",4,0,4
"5781","Q6GTS8",4,0,4
"5782","Q6GTX8",5,0,5
"5783","Q6GV28",3,0,3
"5784","Q6H3X3",3,0,3
"5785","Q6H9L7",7,0,7
"5786","Q6HA08",3,0,3
"5787","Q6I9Y2",1,0,1
"5788","Q6IA69",8,0,8
"5789","Q6IA86",5,0,5
"5790","Q6IAN0",2,0,2
"5791","Q6IC98",3,0,3
"5792","Q6ICB4",1,0,1
"5793","Q6ICG8",7,0,7
"5794","Q6ICH7",1,0,1
"5795","Q6ICL7",5,0,5
"5796","Q6IE38",1,0,1
"5797","Q6IE81",2,0,2
"5798","Q6IEE7",1,1,0
"5799","Q6IEG0",2,0,2
"5800","Q6IEU7",2,0,2
"5801","Q6IEV9",6,0,6
"5802","Q6IF00",5,0,5
"5803","Q6IF42",9,0,9
"5804","Q6IF63",5,0,5
"5805","Q6IF82",3,0,3
"5806","Q6IF99",4,0,4
"5807","Q6IFG1",7,0,7
"5808","Q6IFH4",3,0,3
"5809","Q6IFN5",3,0,3
"5810","Q6IMI6",6,0,6
"5811","Q6IMN6",4,0,4
"5812","Q6IN84",5,0,5
"5813","Q6IPM2",11,0,11
"5814","Q6IPR3",4,0,4
"5815","Q6IPT4",5,0,5
"5816","Q6IPU0",1,0,1
"5817","Q6IQ21",1,0,1
"5818","Q6IQ23",11,0,11
"5819","Q6IQ26",6,1,5
"5820","Q6IQ32",8,0,8
"5821","Q6IQ49",2,0,2
"5822","Q6IQ55",4,0,4
"5823","Q6IS14",2,0,2
"5824","Q6IS24",3,0,3
"5825","Q6ISB3",6,2,4
"5826","Q6ISS4",3,0,3
"5827","Q6IV72",7,0,7
"5828","Q6IWH7",6,0,6
"5829","Q6J272",1,0,1
"5830","Q6J4K2",4,0,4
"5831","Q6J9G0",6,0,6
"5832","Q6JBY9",6,0,6
"5833","Q6JEL2",1,1,0
"5834","Q6K0P9",5,0,5
"5835","Q6KB66",9,0,9
"5836","Q6KC79",103,93,10
"5837","Q6KF10",11,9,2
"5838","Q6L8G5",1,0,1
"5839","Q6L8G8",2,0,2
"5840","Q6L8Q7",1,0,1
"5841","Q6L9W6",14,0,14
"5842","Q6MZM0",6,2,4
"5843","Q6MZP7",1,0,1
"5844","Q6MZQ0",3,0,3
"5845","Q6MZW2",10,0,10
"5846","Q6N021",9,0,9
"5847","Q6N022",13,4,9
"5848","Q6N043",7,0,7
"5849","Q6N069",2,0,2
"5850","Q6NS38",5,0,5
"5851","Q6NSI3",8,0,8
"5852","Q6NSI4",11,0,11
"5853","Q6NSI8",2,0,2
"5854","Q6NSJ0",2,2,0
"5855","Q6NSJ2",8,0,8
"5856","Q6NSJ5",2,0,2
"5857","Q6NSX1",5,0,5
"5858","Q6NSZ9",3,0,3
"5859","Q6NT04",7,0,7
"5860","Q6NT16",3,0,3
"5861","Q6NT55",17,8,9
"5862","Q6NTF7",3,0,3
"5863","Q6NUI1",1,0,1
"5864","Q6NUI2",1,0,1
"5865","Q6NUI6",2,0,2
"5866","Q6NUJ1",8,0,8
"5867","Q6NUJ5",5,0,5
"5868","Q6NUK1",6,3,3
"5869","Q6NUM9",7,0,7
"5870","Q6NUN0",7,0,7
"5871","Q6NUN7",4,0,4
"5872","Q6NUP7",2,0,2
"5873","Q6NUQ1",6,2,4
"5874","Q6NUQ4",2,0,2
"5875","Q6NUS6",6,1,5
"5876","Q6NUS8",7,0,7
"5877","Q6NUT2",6,3,3
"5878","Q6NV74",7,0,7
"5879","Q6NV75",4,1,3
"5880","Q6NVH7",2,0,2
"5881","Q6NVV3",3,0,3
"5882","Q6NVV7",2,0,2
"5883","Q6NVY1",14,8,6
"5884","Q6NW34",3,0,3
"5885","Q6NX45",7,0,7
"5886","Q6NX49",5,0,5
"5887","Q6NXG1",3,1,2
"5888","Q6NXP0",6,0,6
"5889","Q6NXP2",4,0,4
"5890","Q6NXP6",3,0,3
"5891","Q6NXR0",1,0,1
"5892","Q6NXR4",6,2,4
"5893","Q6NXT2",3,0,3
"5894","Q6NXT6",6,2,4
"5895","Q6NYC8",2,0,2
"5896","Q6NZY4",1,0,1
"5897","Q6NZY7",2,0,2
"5898","Q6P087",11,2,9
"5899","Q6P093",1,0,1
"5900","Q6P0N0",18,0,18
"5901","Q6P0Q8",9,0,9
"5902","Q6P158",5,0,5
"5903","Q6P161",4,0,4
"5904","Q6P179",11,0,11
"5905","Q6P1A2",3,0,3
"5906","Q6P1J6",13,0,13
"5907","Q6P1J9",5,5,0
"5908","Q6P1K1",1,0,1
"5909","Q6P1L5",1,0,1
"5910","Q6P1L6",7,0,7
"5911","Q6P1M0",12,9,3
"5912","Q6P1M3",9,0,9
"5913","Q6P1M9",2,0,2
"5914","Q6P1N0",10,0,10
"5915","Q6P1N9",4,0,4
"5916","Q6P1W5",1,0,1
"5917","Q6P1X5",2,2,0
"5918","Q6P1X6",1,0,1
"5919","Q6P280",4,0,4
"5920","Q6P2C0",5,0,5
"5921","Q6P2C8",1,0,1
"5922","Q6P2D0",1,0,1
"5923","Q6P2D8",8,0,8
"5924","Q6P2E9",5,0,5
"5925","Q6P2H3",8,0,8
"5926","Q6P2I7",4,0,4
"5927","Q6P2P2",3,1,2
"5928","Q6P2Q9",18,17,1
"5929","Q6P387",3,0,3
"5930","Q6P3R8",15,0,15
"5931","Q6P3W7",5,0,5
"5932","Q6P3X3",10,0,10
"5933","Q6P3X8",3,0,3
"5934","Q6P444",6,0,6
"5935","Q6P499",2,0,2
"5936","Q6P4A7",3,0,3
"5937","Q6P4A8",2,0,2
"5938","Q6P4D5",2,0,2
"5939","Q6P4F1",8,0,8
"5940","Q6P4F2",2,2,0
"5941","Q6P4F7",10,0,10
"5942","Q6P4H8",4,0,4
"5943","Q6P4I2",8,3,5
"5944","Q6P4Q7",4,4,0
"5945","Q6P531",2,0,2
"5946","Q6P597",4,0,4
"5947","Q6P5Q4",4,0,4
"5948","Q6P5R6",1,0,1
"5949","Q6P5S2",2,0,2
"5950","Q6P5W5",18,13,5
"5951","Q6P5Z2",7,0,7
"5952","Q6P6B1",2,0,2
"5953","Q6P6B7",2,0,2
"5954","Q6P7N7",7,0,7
"5955","Q6P988",2,0,2
"5956","Q6P995",4,0,4
"5957","Q6P996",2,0,2
"5958","Q6P9A1",3,0,3
"5959","Q6P9B6",12,0,12
"5960","Q6P9B9",1,0,1
"5961","Q6P9F0",5,0,5
"5962","Q6P9F7",1,0,1
"5963","Q6P9G0",1,0,1
"5964","Q6PCB0",2,0,2
"5965","Q6PCB5",5,0,5
"5966","Q6PCB7",2,0,2
"5967","Q6PCB8",1,0,1
"5968","Q6PCD5",5,1,4
"5969","Q6PCE3",3,0,3
"5970","Q6PCT2",1,0,1
"5971","Q6PD74",1,0,1
"5972","Q6PDB4",9,0,9
"5973","Q6PEW0",1,0,1
"5974","Q6PEW1",1,1,0
"5975","Q6PEX3",3,0,3
"5976","Q6PEX7",2,0,2
"5977","Q6PEY0",5,0,5
"5978","Q6PEY1",1,0,1
"5979","Q6PF04",10,0,10
"5980","Q6PF06",3,0,3
"5981","Q6PF18",1,0,1
"5982","Q6PG37",1,0,1
"5983","Q6PGP7",16,5,11
"5984","Q6PGQ7",7,0,7
"5985","Q6PH85",3,0,3
"5986","Q6PHR2",3,0,3
"5987","Q6PI26",4,0,4
"5988","Q6PI47",2,0,2
"5989","Q6PI48",24,20,4
"5990","Q6PI77",2,0,2
"5991","Q6PI78",1,0,1
"5992","Q6PID6",3,0,3
"5993","Q6PIF6",21,0,21
"5994","Q6PII3",2,0,2
"5995","Q6PIJ6",1,1,0
"5996","Q6PIU1",1,0,1
"5997","Q6PIV2",2,0,2
"5998","Q6PIV7",4,0,4
"5999","Q6PIW4",4,0,4
"6000","Q6PIY7",1,0,1
"6001","Q6PIZ9",2,0,2
"6002","Q6PJ21",1,0,1
"6003","Q6PJF5",5,2,3
"6004","Q6PJG2",4,0,4
"6005","Q6PJG6",12,2,10
"6006","Q6PJI9",7,0,7
"6007","Q6PJP8",13,0,13
"6008","Q6PJQ5",2,0,2
"6009","Q6PJT7",2,0,2
"6010","Q6PJW8",4,0,4
"6011","Q6PK04",2,0,2
"6012","Q6PK18",3,0,3
"6013","Q6PK81",4,0,4
"6014","Q6PKX4",1,0,1
"6015","Q6PL18",5,0,5
"6016","Q6PL24",3,0,3
"6017","Q6PML9",3,0,3
"6018","Q6PP77",1,0,1
"6019","Q6PRD1",27,0,27
"6020","Q6PRD7",3,0,3
"6021","Q6PXP3",5,0,5
"6022","Q6Q0C0",7,4,3
"6023","Q6Q0C1",3,0,3
"6024","Q6Q4G3",9,0,9
"6025","Q6Q759",32,1,31
"6026","Q6Q788",7,2,5
"6027","Q6QHC5",1,0,1
"6028","Q6QNK2",8,0,8
"6029","Q6R2W3",8,0,8
"6030","Q6R6M4",4,0,4
"6031","Q6RFH5",3,0,3
"6032","Q6RI45",2,2,0
"6033","Q6RSH7",1,0,1
"6034","Q6RUI8",1,0,1
"6035","Q6RVD6",1,0,1
"6036","Q6RW13",2,0,2
"6037","Q6S545",2,0,2
"6038","Q6S5H5",2,0,2
"6039","Q6S5L8",7,0,7
"6040","Q6S8J3",5,0,5
"6041","Q6S8J7",1,0,1
"6042","Q6S9Z5",11,0,11
"6043","Q6SJ93",12,4,8
"6044","Q6SJ96",1,0,1
"6045","Q6T310",1,0,1
"6046","Q6T423",8,0,8
"6047","Q6TCH4",1,0,1
"6048","Q6TDP4",3,0,3
"6049","Q6TFL3",8,0,8
"6050","Q6TGC4",3,0,3
"6051","Q6U736",2,0,2
"6052","Q6U7Q0",2,0,2
"6053","Q6U841",3,0,3
"6054","Q6UB28",2,0,2
"6055","Q6UB98",13,0,13
"6056","Q6UB99",23,7,16
"6057","Q6UE05",3,0,3
"6058","Q6UQ28",1,0,1
"6059","Q6UUV7",4,0,4
"6060","Q6UVJ0",6,1,5
"6061","Q6UVK1",6,0,6
"6062","Q6UVM3",3,1,2
"6063","Q6UVW9",5,0,5
"6064","Q6UVY6",3,0,3
"6065","Q6UW01",2,0,2
"6066","Q6UW02",2,0,2
"6067","Q6UW10",1,0,1
"6068","Q6UW15",2,0,2
"6069","Q6UW32",1,0,1
"6070","Q6UW60",5,0,5
"6071","Q6UW63",5,0,5
"6072","Q6UW78",1,1,0
"6073","Q6UW88",2,0,2
"6074","Q6UWB1",9,0,9
"6075","Q6UWB4",4,0,4
"6076","Q6UWE0",6,2,4
"6077","Q6UWF3",3,0,3
"6078","Q6UWF7",8,0,8
"6079","Q6UWF9",1,0,1
"6080","Q6UWH4",1,0,1
"6081","Q6UWI2",4,0,4
"6082","Q6UWI4",1,0,1
"6083","Q6UWJ1",4,0,4
"6084","Q6UWL2",10,0,10
"6085","Q6UWL6",9,0,9
"6086","Q6UWM7",2,0,2
"6087","Q6UWM9",1,0,1
"6088","Q6UWN0",3,0,3
"6089","Q6UWN5",4,0,4
"6090","Q6UWN8",1,0,1
"6091","Q6UWP2",1,0,1
"6092","Q6UWQ7",2,0,2
"6093","Q6UWR7",3,0,3
"6094","Q6UWT4",1,0,1
"6095","Q6UWU2",6,0,6
"6096","Q6UWV2",3,0,3
"6097","Q6UWV6",7,0,7
"6098","Q6UWV7",1,0,1
"6099","Q6UWW0",3,0,3
"6100","Q6UWW8",3,0,3
"6101","Q6UWW9",2,0,2
"6102","Q6UWX4",11,0,11
"6103","Q6UWY0",7,0,7
"6104","Q6UWY5",2,0,2
"6105","Q6UWZ7",2,1,1
"6106","Q6UX01",2,0,2
"6107","Q6UX04",2,0,2
"6108","Q6UX06",6,0,6
"6109","Q6UX07",1,0,1
"6110","Q6UX15",2,0,2
"6111","Q6UX27",6,0,6
"6112","Q6UX39",2,0,2
"6113","Q6UX41",6,0,6
"6114","Q6UX53",1,0,1
"6115","Q6UX65",5,3,2
"6116","Q6UX71",2,0,2
"6117","Q6UX72",1,0,1
"6118","Q6UX73",1,0,1
"6119","Q6UXA7",2,0,2
"6120","Q6UXB1",1,0,1
"6121","Q6UXB2",1,0,1
"6122","Q6UXB3",2,0,2
"6123","Q6UXB4",4,0,4
"6124","Q6UXB8",2,0,2
"6125","Q6UXD1",2,0,2
"6126","Q6UXE8",6,0,6
"6127","Q6UXF1",5,0,5
"6128","Q6UXG2",6,0,6
"6129","Q6UXG3",2,0,2
"6130","Q6UXG8",6,0,6
"6131","Q6UXH8",7,5,2
"6132","Q6UXK2",3,0,3
"6133","Q6UXK5",4,0,4
"6134","Q6UXM1",7,0,7
"6135","Q6UXN2",4,0,4
"6136","Q6UXN7",1,0,1
"6137","Q6UXN8",2,0,2
"6138","Q6UXP3",1,0,1
"6139","Q6UXP7",4,0,4
"6140","Q6UXQ4",1,0,1
"6141","Q6UXS9",7,0,7
"6142","Q6UXT8",1,0,1
"6143","Q6UXT9",4,0,4
"6144","Q6UXU4",1,0,1
"6145","Q6UXU6",3,0,3
"6146","Q6UXV0",4,0,4
"6147","Q6UXV1",3,0,3
"6148","Q6UXV4",1,0,1
"6149","Q6UXX5",12,0,12
"6150","Q6UXX9",1,1,0
"6151","Q6UXY1",1,0,1
"6152","Q6UXY8",13,0,13
"6153","Q6UXZ0",3,0,3
"6154","Q6UXZ3",6,0,6
"6155","Q6UXZ4",2,0,2
"6156","Q6UY01",6,0,6
"6157","Q6UY11",1,0,1
"6158","Q6UY14",10,0,10
"6159","Q6UY18",4,0,4
"6160","Q6UY27",1,0,1
"6161","Q6V0I7",26,5,21
"6162","Q6V0L0",3,0,3
"6163","Q6V9R5",2,0,2
"6164","Q6VMQ6",6,0,6
"6165","Q6VN20",1,0,1
"6166","Q6VUC0",3,0,3
"6167","Q6VVB1",37,36,1
"6168","Q6VVX0",6,1,5
"6169","Q6VY07",3,0,3
"6170","Q6W0C5",5,0,5
"6171","Q6W2J9",3,3,0
"6172","Q6W4X9",40,0,40
"6173","Q6WQI6",2,0,2
"6174","Q6WRI0",37,1,36
"6175","Q6WRX3",2,0,2
"6176","Q6X4U4",1,0,1
"6177","Q6X4W1",5,4,1
"6178","Q6X784",2,0,2
"6179","Q6XE24",4,0,4
"6180","Q6XPR3",22,0,22
"6181","Q6XPS3",3,0,3
"6182","Q6XQN6",2,0,2
"6183","Q6XR72",4,2,2
"6184","Q6XUX3",5,1,4
"6185","Q6XZF7",17,0,17
"6186","Q6Y288",6,2,4
"6187","Q6Y7W6",1,0,1
"6188","Q6YBV0",3,0,3
"6189","Q6YHK3",11,0,11
"6190","Q6YHU6",18,0,18
"6191","Q6YN16",1,0,1
"6192","Q6YP21",6,0,6
"6193","Q6ZMB0",1,1,0
"6194","Q6ZMB5",3,0,3
"6195","Q6ZMC9",5,0,5
"6196","Q6ZMD2",5,0,5
"6197","Q6ZMH5",2,1,1
"6198","Q6ZMI0",8,0,8
"6199","Q6ZMI3",11,7,4
"6200","Q6ZMJ2",2,0,2
"6201","Q6ZMJ4",2,0,2
"6202","Q6ZMK1",1,0,1
"6203","Q6ZMN7",8,0,8
"6204","Q6ZMN8",5,0,5
"6205","Q6ZMP0",10,0,10
"6206","Q6ZMQ8",3,0,3
"6207","Q6ZMR3",1,0,1
"6208","Q6ZMT1",3,1,2
"6209","Q6ZMT4",5,0,5
"6210","Q6ZMT9",6,0,6
"6211","Q6ZMU5",3,0,3
"6212","Q6ZMV8",9,0,9
"6213","Q6ZMV9",6,0,6
"6214","Q6ZMW2",9,0,9
"6215","Q6ZMW3",3,0,3
"6216","Q6ZMY3",10,0,10
"6217","Q6ZMY6",2,0,2
"6218","Q6ZMY9",4,0,4
"6219","Q6ZMZ0",3,0,3
"6220","Q6ZMZ3",13,0,13
"6221","Q6ZN01",4,0,4
"6222","Q6ZN04",1,0,1
"6223","Q6ZN06",5,0,5
"6224","Q6ZN16",9,0,9
"6225","Q6ZN28",13,0,13
"6226","Q6ZN30",4,1,3
"6227","Q6ZN32",3,0,3
"6228","Q6ZN44",2,0,2
"6229","Q6ZN54",4,0,4
"6230","Q6ZN55",9,0,9
"6231","Q6ZN57",2,0,2
"6232","Q6ZN66",3,0,3
"6233","Q6ZN79",1,0,1
"6234","Q6ZN84",12,0,12
"6235","Q6ZNA1",3,0,3
"6236","Q6ZNB6",6,0,6
"6237","Q6ZNB7",4,0,4
"6238","Q6ZNC8",2,0,2
"6239","Q6ZNE9",4,0,4
"6240","Q6ZNF0",13,0,13
"6241","Q6ZNG0",3,0,3
"6242","Q6ZNG2",6,0,6
"6243","Q6ZNG9",3,0,3
"6244","Q6ZNH5",3,0,3
"6245","Q6ZNJ1",21,12,9
"6246","Q6ZNK6",4,0,4
"6247","Q6ZNL6",23,0,23
"6248","Q6ZNQ3",4,0,4
"6249","Q6ZNW5",6,0,6
"6250","Q6ZNX1",3,0,3
"6251","Q6ZP29",2,0,2
"6252","Q6ZP65",2,0,2
"6253","Q6ZP80",1,0,1
"6254","Q6ZPD8",1,0,1
"6255","Q6ZPD9",4,0,4
"6256","Q6ZQN5",1,0,1
"6257","Q6ZQN7",7,0,7
"6258","Q6ZQQ2",6,0,6
"6259","Q6ZQQ6",18,0,18
"6260","Q6ZQR2",1,0,1
"6261","Q6ZQY3",3,0,3
"6262","Q6ZR08",14,0,14
"6263","Q6ZR85",1,0,1
"6264","Q6ZRF8",7,0,7
"6265","Q6ZRH7",2,0,2
"6266","Q6ZRI0",34,1,33
"6267","Q6ZRI8",2,0,2
"6268","Q6ZRK6",12,0,12
"6269","Q6ZRP0",5,0,5
"6270","Q6ZRP7",4,0,4
"6271","Q6ZRQ5",6,0,6
"6272","Q6ZRS2",12,1,11
"6273","Q6ZRT6",1,0,1
"6274","Q6ZRY4",1,0,1
"6275","Q6ZS10",7,0,7
"6276","Q6ZS30",17,0,17
"6277","Q6ZS72",1,0,1
"6278","Q6ZS81",26,0,26
"6279","Q6ZS82",1,0,1
"6280","Q6ZS86",1,0,1
"6281","Q6ZSB9",6,0,6
"6282","Q6ZSC3",1,0,1
"6283","Q6ZSG2",3,0,3
"6284","Q6ZSI9",7,0,7
"6285","Q6ZSS3",2,0,2
"6286","Q6ZSS7",5,0,5
"6287","Q6ZST4",4,0,4
"6288","Q6ZSY5",1,0,1
"6289","Q6ZT12",2,0,2
"6290","Q6ZT21",5,0,5
"6291","Q6ZT98",2,0,2
"6292","Q6ZTQ3",6,0,6
"6293","Q6ZTQ4",10,0,10
"6294","Q6ZU15",3,0,3
"6295","Q6ZU35",21,0,21
"6296","Q6ZU52",6,0,6
"6297","Q6ZU64",24,0,24
"6298","Q6ZU65",6,0,6
"6299","Q6ZU67",2,0,2
"6300","Q6ZU69",14,0,14
"6301","Q6ZU80",10,0,10
"6302","Q6ZUB1",19,0,19
"6303","Q6ZUF6",2,0,2
"6304","Q6ZUI0",6,0,6
"6305","Q6ZUJ8",6,0,6
"6306","Q6ZUK4",3,0,3
"6307","Q6ZUT3",31,26,5
"6308","Q6ZUT6",2,0,2
"6309","Q6ZUT9",3,0,3
"6310","Q6ZUX3",17,0,17
"6311","Q6ZUX7",1,0,1
"6312","Q6ZV65",8,0,8
"6313","Q6ZV70",2,0,2
"6314","Q6ZV73",8,0,8
"6315","Q6ZV80",1,0,1
"6316","Q6ZV89",3,0,3
"6317","Q6ZVC0",9,0,9
"6318","Q6ZVD8",9,0,9
"6319","Q6ZVE7",4,0,4
"6320","Q6ZVF9",18,0,18
